fuente,external_id,nombre,descripcion,categoria,tipo_plantilla,municipio,territorio,direccion,lat,lng,telefono,email,website,es_lluvia,es_carrito,es_cambiador,es_silla_ruedas,es_mascotas,edad_minima
,https://turismoa.euskadi.eus/es/circuitos/descubriendo-las-tres-capitales/webtur00-content/es/,Descubriendo las tres capitales,Realiza un apasionante viaje en el tiempo para descubrir las tres capitales vascas: traslá...,ruta,Rutas,Vitoria-Gasteiz;Donostia / San Sebastián;Portugalete;Getxo;Bilbao,bizkaia,,,,,,,False,False,False,False,True,8
,https://turismoa.euskadi.eus/es/circuitos/rutas-con-tenedor-y-cuchara/webtur00-content/es/,Rutas con tenedor y cuchara,Euskadi es sinónimo de gastronomía y de buen comer. Te proponemos que nos visites p...,ruta,Rutas,Elciego;Ondarroa;Laguardia;Añana;Vitoria-Gasteiz;Deba;Hondarribia;Getaria;Pasaia;Donostia / San Sebastián;Tolosa;Ordizia;Zarautz;Zumaia;Astigarraga;Bakio;Bilbao;Ea;Elantxobe;Gernika-Lumo;Lekeitio;Labastida/Bastida,bizkaia,,,,,,,False,False,False,False,True,6
,https://turismoa.euskadi.eus/es/circuitos/cuando-euskadi-se-asoma-al-mar/webtur00-content/es/,Cuando Euskadi se asoma al mar,En Euskadi las montañas se resisten a morir en el mar y se asoman a la costa en forma de a...,ruta,Rutas,Deba;Portugalete;Getaria;Mutriku;Orio;Pasaia;Donostia / San Sebastián;Zarautz;Zumaia;Bakio;Bermeo;Bilbao;Ea;Elantxobe;Gorliz;Getxo;Gernika-Lumo;Lekeitio;Mundaka;Ondarroa;Plentzia;Hondarribia,bizkaia,,,,,,,False,True,False,False,True,6
,https://turismoa.euskadi.eus/es/circuitos/saborea-euskadi-en-cuatro-dias/webtur00-content/es/,Saborea Euskadi en cuatro días,"Para los amantes de la gastronomía, esta ruta se convertirá en un viaje inolvidable...",ruta,Rutas,Amurrio;Artziniega;Balmaseda;Bilbao;Astigarraga;Zaldibia;Ordizia;Tolosa;Donostia / San Sebastián;Idiazabal;Hernani;Laguardia;Añana;Vitoria-Gasteiz;Ezkio-Itsaso,bizkaia,,,,,,,True,False,False,False,True,4
,https://turismoa.euskadi.eus/es/circuitos/los-sabores-de-la-costa-vasca/webtur00-content/es/,Los sabores de la Costa Vasca,"Si planeas hacer una ruta por la Costa Vasca, no dejes escapar esta oportunidad de conocer su arr...",ruta,Rutas,Usurbil;Donostia / San Sebastián;Pasaia;Hernani;Gernika-Lumo;Bilbao;Bermeo;Bakio;Astigarraga;Getaria,bizkaia,,,,,,,False,False,False,False,False,6
,https://turismoa.euskadi.eus/es/circuitos/a-cada-paso-un-vino/webtur00-content/es/,"A cada paso, un vino","Rioja Alavesa, tres denominaciones de origen de txakoli y una tradición sidrera centenaria...",ruta,Rutas,Amurrio;Urduña/Orduña;Labastida/Bastida;Laguardia;Laudio/Llodio;Samaniego;Getaria;Orio;Donostia / San Sebastián;Zarautz;Zumaia;Astigarraga;Bakio;Gernika-Lumo;Elciego,bizkaia,,,,,,,True,False,False,False,True,8
,https://turismoa.euskadi.eus/es/circuitos/diez-razones-para-volver/webtur00-content/es/,Diez razones para volver,"En este recorrido conocerás todas las caras de Euskadi, una tierra fascinante y llena de s...",ruta,Rutas,Vitoria-Gasteiz;Zuia;Zegama;Zerain;Hondarribia;Oñati;Pasaia;Donostia / San Sebastián;Segura;Bilbao;Getxo;Gernika-Lumo;Portugalete;Elciego;Labastida/Bastida;Laguardia;Arraia-Maeztu;Oyón-Oion,bizkaia,,,,,,,False,False,False,False,True,6
,https://turismoa.euskadi.eus/es/rutas/ruta-del-queso-idiazabal/webtur00-content/es/,Ruta del Queso Idiazábal  GR 283,"La Ruta del Queso Idiazábal (GR-283) es un recorrido circular para senderistas, compuesto ...",ruta,Rutas,Segura,gipuzkoa,,43.00866413845207,-2.25494384765625,,,,False,False,False,False,False,4
,https://turismoa.euskadi.eus/es/rutas/camino-ignaciano/webtur00-content/es/,Camino Ignaciano,Este camino recrea el viaje que realizó Ignacio de Loiola en el año 1522 desde...,ruta,Rutas,Oñati;Asparrena;Azkoitia;Harana/Valle de Arana;Zumarraga;Legazpi;;Kripan;Laguardia,gipuzkoa,,,,,,,False,False,False,False,True,8
,https://turismoa.euskadi.eus/es/rutas/paseo-parketxe-armanon/webtur00-content/es/,Paseo por el parketxe de Armañón,,ruta,Rutas,Karrantza Harana/Valle de Carranza,bizkaia,,43.25864336265113,-3.3837461471557617,,,,False,False,False,False,True,8
,https://turismoa.euskadi.eus/es/rutas/paseo-por-los-acantilados-de-uribe/webtur00-content/es/,Los acantilados de Uribe,,ruta,Rutas,Barrika,bizkaia,,43.39057888801111,-2.9909205436706543,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/sendero-del-lea/webtur00-content/es/,Senda del Lea y Marierrota,,ruta,Rutas,Gizaburuaga;Lekeitio,bizkaia,,,,,,,True,False,False,False,False,6
,https://turismoa.euskadi.eus/es/rutas/via-verde-de-arrazola/webtur00-content/es/,Vía verde de Arrazola,,ruta,Rutas,Atxondo,bizkaia,,43.12842588721827,-2.5828170776367188,,,,False,True,False,False,False,8
,https://turismoa.euskadi.eus/es/rutas/humedal-de-saldropo/webtur00-content/es/,Humedal de Saldropo,,ruta,Rutas,Zeanuri,bizkaia,,43.05339838231448,-2.7295446395874023,,,,False,False,False,False,True,6
,https://turismoa.euskadi.eus/es/rutas/via-verde-del-ferrocarril-vasco-navarro/webtur00-content/es/,Vía Verde del Ferrocarril Vasco Navarro,"El 31 de diciembre de 1967 el “trenico”, como se conocía a este ferrocarril, h...",ruta,Rutas,,araba,,42.67008296214044,-2.033275030553341,,,,False,False,False,True,True,4
,https://turismoa.euskadi.eus/es/rutas/via-verde-bidasoa/webtur00-content/es/,Vía Verde del Bidasoa,,ruta,Rutas,,gipuzkoa,,43.13281061597182,-1.6421127319335938,,,,True,False,False,True,True,8
,https://turismoa.euskadi.eus/es/rutas/via-verde-montes-hierro/webtur00-content/es/,Vía Verde de los Montes de Hierro,,ruta,Rutas,,bizkaia,,43.24070100730572,-3.2145309448242188,,,,False,True,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/via-verde-mutiloa-ormaiztegi/webtur00-content/es/,Vía Verde de Mutiloa-Ormaiztegi,,ruta,Rutas,,gipuzkoa,,43.02253335865012,-2.271595001220703,,,,False,False,False,True,True,6
,https://turismoa.euskadi.eus/es/rutas/via-verde-de-atxuri/webtur00-content/es/,Vía verde de Atxuri,,ruta,Rutas,Mungia,bizkaia,,43.356451746690055,-2.8522396087646484,,,,False,True,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/via-verde-plazaola-leitzaran/webtur00-content/es/,Vía Verde Plazaola-Leitzaran,,ruta,Rutas,Andoain,gipuzkoa,,43.2161858360268,-2.020111083984375,,,,False,False,False,False,False,4
,https://turismoa.euskadi.eus/es/rutas/via-verde-arditurri/webtur00-content/es/,Vía Verde de Arditurri,,ruta,Rutas,Lezo,gipuzkoa,,43.31556125692944,-1.8993902206420896,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/via-verde-itsaslur/webtur00-content/es/,Vía Verde de Itsaslur,,ruta,Rutas,Muskiz,bizkaia,,,,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/via-verde-urola/webtur00-content/es/,Vía Verde del Urola,,ruta,Rutas,Azpeitia;Legazpi,gipuzkoa,,,,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/cascada-de-gujuli/webtur00-content/es/,Cascada de Gujuli,,ruta,Rutas,Urkabustaiz,araba,,42.97663059201209,-2.911698818206787,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/senda-rio-puron/webtur00-content/es/,La senda del río Purón,,ruta,Rutas,Valdegovía/Gaubea,araba,,42.87099486819674,-3.2369327545166016,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/humedal-de-salburua/webtur00-content/es/,Humedal de Salburua,,ruta,Rutas,Vitoria-Gasteiz,araba,,42.86052499897778,-2.642505029216409,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/mendixur/webtur00-content/es/,Mendixur,,ruta,Rutas,Arratzua-Ubarrundia,araba,,42.89083796219632,-2.529258728027344,,,,False,False,False,False,False,4
,https://turismoa.euskadi.eus/es/rutas/senda-bujanda/webtur00-content/es/,Senda de Bujanda,,ruta,Rutas,Arraia-Maeztu,araba,,42.69929553384358,-2.4334126710891724,,,,False,False,False,False,False,4
,https://turismoa.euskadi.eus/es/rutas/balsa-de-la-paul/webtur00-content/es/,La Balsa de la Paul,,ruta,Rutas,Laguardia,araba,,42.55430500354444,-2.576291875669493,,,,False,True,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/de-zarautz-a-getaria/webtur00-content/es/,De Zarautz a Getaria,,ruta,Rutas,Zarautz;Getaria,gipuzkoa,,,,,,,False,False,False,False,True,6
,https://turismoa.euskadi.eus/es/rutas/plaiaundi/webtur00-content/es/,Plaiaundi  (Txingudi),,ruta,Rutas,Irun,gipuzkoa,,43.34721477677346,-1.7931747436523438,,,,False,False,False,False,True,8
,https://turismoa.euskadi.eus/es/rutas/embalse-ibai-eder/webtur00-content/es/,Embalse de Ibai Eder,,ruta,Rutas,Azpeitia,gipuzkoa,,43.12934983834535,-2.225546836853028,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/paseo-por-irimo/webtur00-content/es/,Paseo por Irimo,,ruta,Rutas,Urretxu,gipuzkoa,,43.09236523763329,-2.3342621326446533,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/sendero-adaptado-gomiztegi/webtur00-content/es/,Sendero Adaptado de Gomiztegi,,ruta,Rutas,Oñati,gipuzkoa,,42.97912670071037,-2.398442029953003,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/rutas/mirador-salto-nervion/webtur00-content/es/,Salto del Nervión,,ruta,Rutas,Urduña/Orduña,bizkaia,,42.965830096271546,-2.9866285023312567,,,,False,True,False,False,True,6
,https://turismoa.euskadi.eus/es/rutas/paseo-por-sakoneta/webtur00-content/es/,Paseo por Sakoneta,,ruta,Rutas,Deba,gipuzkoa,,43.28837023837995,-2.306549549102783,,,,True,False,False,False,True,6
,https://turismoa.euskadi.eus/es/rutas/paseo-accesible-larraitz/webtur00-content/es/,Paseo accesible de Larraitz,,ruta,Rutas,Abaltzisketa,gipuzkoa,,43.03752867307246,-2.100534439086914,,,,False,False,False,False,True,6
,https://turismoa.euskadi.eus/es/rutas/paseo-lizarrusti-lareo/webtur00-content/es/,Paseo Lizarrusti - Lareo,,ruta,Rutas,Ataun,gipuzkoa,,42.96012860804676,-2.098839282989502,,,,False,False,False,False,True,4
